Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,58.31900,29.78900,28.53000,1.37700,7.69700,23.22500,-14.15100,42.68100,-6.34900,36.33200,10.20000,26.13200,26.13200,22.75600,60.08900,42.68100,117.82500,125.86600,0.14000,0.13000,1.09980,0.59750,1.61720,48.92060,73.18540,73.18540,62.29870,39.01990,0.01380,0.67580,133.17510,1.85150,2.30270,0.61640,0.74530,0.2456,-1.5076
2023-06-30,52.56300,23.37100,29.19200,1.51300,8.41800,14.22900,-4.29800,33.49000,-5.34600,28.14400,5.71300,22.43100,22.43100,14.54700,47.12700,33.49000,117.63800,125.87300,0.12000,0.12000,1.36990,0.60000,1.66990,55.53720,63.71400,63.71400,53.54340,27.67540,0.01310,0.78240,115.03620,1.60820,2.01190,0.56090,0.64330,0.2825,-1.2961
2023-03-31,70.99400,23.00300,47.99100,1.37500,8.07300,0.50500,8.94300,39.04800,3.80900,42.85700,9.58100,33.27600,33.27600,23.99400,52.18800,39.04800,109.44550,117.82050,0.22000,0.20000,1.85010,0.60410,1.69300,67.59870,55.00180,55.00180,60.36710,33.79720,0.01770,1.11650,80.61260,2.41460,3.03240,0.83000,0.95600,0.47060,-0.69390
2022-12-31,60.86900,25.30300,35.56600,1.32500,6.96500,-4.50200,12.79200,22.77400,-8.20000,14.57400,3.61900,10.95500,10.95500,5.31300,36.25900,22.77400,97.33600,99.97800,0.04000,0.04000,1.09950,0.65270,2.05800,58.43040,37.41480,37.41480,23.94320,8.72860,0.01720,0.79280,113.51840,1.04330,1.42210,0.31000,0.36230,0.376,-1.601
2022-09-30,56.36400,25.20300,31.16100,1.60900,7.86200,17.35100,-7.88000,39.04100,-12.92600,26.11500,6.82000,19.29500,19.29500,16.75700,50.82200,39.04100,98.53800,101.15100,0.17000,0.17000,1.32190,0.65530,2.09320,55.28530,69.26580,69.26580,46.33280,29.73000,0.01720,0.85010,105.86380,2.02710,2.68310,0.58930,0.69870,0.1756,-1.6608
2022-06-30,39.87900,17.53700,22.34200,1.34600,7.87200,0.58700,8.63100,13.71100,-14.52300,-0.81200,0.19600,-1.00800,-1.00800,-2.11200,23.72800,13.71100,95.59600,95.66000,-0.02000,-0.02000,,,,56.02450,34.38150,34.38150,-2.03620,-5.29600,,,,,,,,0.2133,-0.8904
2022-03-31,35.06000,12.95800,22.10200,1.30700,6.04000,0.33100,7.01600,15.08600,-3.90700,11.17900,2.30800,8.87100,8.87100,4.79100,22.10100,15.08600,93.46090,96.24630,0.06000,0.06000,,,,63.04050,43.02910,43.02910,31.88530,13.66510,,,,,,,,0.13910,-1.33600
2021-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,-0.03,0.2885
2021-09-30,22.77200,10.84000,11.93200,,5.01100,-3.21500,8.22600,3.70600,-2.98900,0.71700,0.06200,0.65500,0.65500,-0.54200,3.70600,3.70600,918.22800,918.22800,0.00000,0.00000,,,,52.39770,16.27440,16.27440,3.14860,-2.38010,,,,,,,,0.03,-0.2885
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
