Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,0.72850,0.32790,0.40050,0.17370,1.08500,1.26980,-0.86920,0.19750,-0.67170,-0.67170,-0.67170,-0.67170,-0.85810,-0.86920,3.19620,3.19620,-0.21000,-0.21000,0.54280,0.00230,0.00600,54.98390,-119.32290,-119.32290,-92.21340,-92.21340,0.07600,94.66740,8.87320,10.14300,-8.56020,-8.55400,-7.01160,-8.53460,2.45560,-0.1408,-0.1406
2023-06-30,0.73740,0.42700,0.31040,0.22730,1.50380,1.74170,-1.43130,0.00680,-1.42450,-1.42450,-1.42450,-1.42450,-1.42060,-1.43130,3.15860,3.15860,-0.45000,-0.45000,0.89000,0.00300,0.00650,42.09710,-194.10130,-194.10130,-193.17840,-193.17840,0.07230,27.61090,2.54310,35.38960,-17.03370,-17.02230,-13.97290,-16.97130,2.62740,-0.4817,-0.4827
2023-03-31,0.85900,0.44760,0.41140,0.35500,1.99260,2.35820,-1.94680,0.04640,-1.90040,-1.90040,-1.90040,-1.90040,-1.93630,-1.94680,3.30460,3.30460,-0.58000,-0.58000,1.43530,0.03240,0.06330,47.88950,-226.63500,-226.63500,-221.22920,-221.22920,0.26890,28.94670,3.90980,23.01940,-197.32980,-196.66220,-59.49130,-190.28470,0.30910,-0.37850,-0.37850
2022-12-31,1.06820,0.50850,0.55970,0.37100,1.34040,1.71750,-1.15780,0.00490,-1.15290,-1.15290,-1.15290,-1.15290,-1.14510,-1.15780,13.18620,13.18620,0.80000,0.80000,2.10860,0.01790,0.03140,52.39480,-108.39270,-108.39260,-107.93330,-107.93330,0.24640,32.88280,17.91820,5.02280,-53.02180,-52.94220,-26.59030,-51.99640,0.66030,0.7347,0.749
2022-09-30,1.21920,0.49300,0.72620,0.30230,1.61670,1.92450,-1.19830,-0.11010,-1.30840,-1.30840,-1.30840,-1.30840,-1.17950,-1.19830,3.29640,3.29640,-0.40000,-0.40000,2.31650,0.01420,0.29810,59.56270,-98.28990,-98.28990,-107.32410,-107.32410,0.20470,32.06450,24.65670,3.65010,-40.29340,-40.25290,-21.96510,-39.68130,0.98560,-0.4413,-0.4513
2022-06-30,1.39930,0.49940,0.89990,0.34500,1.71780,2.06870,-1.16880,-0.14730,-1.31610,-1.31610,-1.31610,-1.31610,-1.14960,-1.16880,3.29640,3.29640,-0.40000,-0.40000,2.63940,0.01170,0.21760,64.30920,-83.52420,-83.52420,-94.05310,-94.05310,0.18300,32.48310,64.82810,1.38830,-28.87190,-28.85130,-17.21020,-28.51360,1.43820,-0.3777,-0.387
2022-03-31,1.27250,0.58000,0.69250,0.18490,1.52350,1.71360,-1.02120,-0.22130,-1.24240,-1.24240,-1.24240,-1.24240,-1.00260,-1.02120,3.29550,3.29550,-0.38000,-0.38000,2.99100,0.01040,0.17410,54.42290,-80.24880,-80.24880,-97.63900,-97.63900,0.13950,41.24320,114.90750,0.78320,-21.29600,-21.28410,-13.62010,-21.06300,1.77080,-0.24070,-0.24070
2021-12-31,1.68720,0.57640,1.11080,0.19730,2.71480,2.91740,-1.80650,-0.07250,-1.87900,-1.87900,-1.87900,-1.87900,-1.78800,-1.80650,9.64500,9.64500,0.05000,0.05000,3.65420,0.00870,0.13310,65.83750,-107.06980,-107.06980,-111.36430,-111.36430,0.15130,42.48560,90.78480,0.99140,-24.04580,-24.03570,-16.85170,-23.82740,0.59680,0.0173,0.0355
2021-09-30,1.47180,0.46960,1.00220,0.11190,1.38450,1.50110,-0.49890,-0.00700,-0.50600,-0.50600,-0.50600,-0.50600,-0.47070,-0.49890,2.42940,2.42940,-0.20000,-0.20000,0.40390,-1.17520,-0.62280,68.09370,-33.89890,-33.89890,-34.37770,-34.37770,1.36550,20.01970,88.14310,1.02110,29.33550,29.39120,-46.94220,63.93170,-0.66720,-0.0748,-0.0743
2021-06-30,1.46360,0.40960,1.05400,0.20330,0.96290,1.17150,-0.11750,-0.12580,-0.24330,-0.24330,-0.24330,-0.24330,-0.00630,-0.11750,2.14540,2.14540,-0.12000,-0.12000,,,,72.01590,-8.02960,-8.02960,-16.62580,-16.62580,,,,,,,,,,-0.0795,-0.0958
2021-03-31,1.48970,0.39580,1.09390,0.13040,0.81400,0.94870,0.14510,-0.13260,0.01260,0.01260,0.01260,0.01260,0.25430,0.14510,2.12840,3.44510,0.00000,0.00000,,,,73.43200,9.74260,9.74260,0.84280,0.84280,,,,,,,,,,0.06730,0.05820
2020-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,-0.0455,-0.0455
2020-09-30,1.10030,0.28820,0.81210,0.08370,0.63980,0.72660,0.08550,-0.15820,-0.07270,-0.07270,-0.07270,-0.07270,0.08550,0.08550,2.02900,2.02900,-0.04000,-0.04000,,,,73.80670,7.76890,7.76890,-6.60810,-6.60810,,,,,,,,,,0.0455,0.0455
